longitude,latitude,object_id,fire_id,asmnt_type,pre_id,post_id,nodata_threshold,low_threshold,moderate_threshold,high_threshold,fire_type,fire_name,greenness_threshold,ig_date,acres
-81.5100030721764,26.083004735816,20714,FL2608308151019860402,Initial (SS),NULL,50160421986100,-9999,500,-200,-9999,Wildfire,UNNAMED,-9999,1986/04/02 00:00:00+00,4347
-81.1950030337726,27.8940051908936,20715,FL2789408119519861112,Initial (SS),NULL,50160411987000,-9999,500,-9999,-9999,Wildfire,UNNAMED,-9999,1986/11/12 00:00:00+00,2028
-80.8760028900188,26.1600047690885,20716,FL2616008087619860222,Initial (SS),NULL,50150421986100,-9999,550,-9999,-9999,Wildfire,UNNAMED,-9999,1986/02/22 00:00:00+00,1445
-81.5710030911335,26.1300047462341,20717,FL2613008157119860402,Initial (SS),NULL,50160421986100,-9999,500,-275,-9999,Wildfire,UNNAMED,-9999,1986/04/02 00:00:00+00,3192
-82.0220032390508,26.7500048901101,20718,FL2675008202219860418,Initial (SS),NULL,50160411986100,-9999,350,-9999,-9999,Wildfire,UNNAMED,-9999,1986/04/18 00:00:00+00,1295
-80.8140029114425,27.5310051113709,20719,FL2753108081419860214,Initial,50150411985306,50150411986100,-970,200,9999,9999,Wildfire,UNNAMED,-150,1986/02/14 00:00:00+00,1600
-115.038013254127,46.086006274103,20720,ID4608611503819860811,Extended,50410281986219,50410281987200,-970,150,350,600,Wildfire,UNNAMED,-150,1986/08/11 00:00:00+00,1238
-118.496013564936,44.3800058030051,20721,OR4438011849619860802,Extended,50430291985198,50430291987200,-970,100,331,600,Wildfire,UNNAMED,-150,1986/08/02 00:00:00+00,1017
-91.4310063953887,36.9500067709847,20722,MO3695009143119860325,Initial,50240341985097,50240341986100,-970,30,206,415,Wildfire,UNNAMED,-150,1986/03/25 00:00:00+00,508
-91.0520062755328,36.7450067514046,20723,MO3674509105219860330,Initial (SS),NULL,50240351986100,-9999,270,-118,-350,Wildfire,UNNAMED,-9999,1986/03/30 00:00:00+00,661
-116.781013194733,44.0420059379618,20724,ID4404211678119860713,Initial,50420291985175,50420291986200,-970,50,9999,9999,Wildfire,UNNAMED,-150,1986/07/13 00:00:00+00,2792
-95.4430090046115,48.8690083520406,20725,MN4886909544319860828,Initial (SS),NULL,50290261986300,-9999,0,-9999,-9999,Wildfire,UNNAMED,-9999,1986/08/28 00:00:00+00,1759
-94.7460087781774,48.7430083924791,20726,MN4874309474619860529,Initial (SS),NULL,50290261986200,-9999,375,-9999,-9999,Wildfire,UNNAMED,-9999,1986/05/29 00:00:00+00,1096
-78.5110025204307,34.8110068734238,20727,NC3481107851119860429,Initial,50150361985114,50150361986200,-970,55,288,550,Wildfire,UNNAMED,-150,1986/04/29 00:00:00+00,2642
-78.095002366373,34.2240067579223,20728,NC3422407809519860502,Initial,50150361985114,50150361986200,-970,60,350,9999,Wildfire,UNNAMED,-150,1986/05/02 00:00:00+00,760
-76.4000018843612,34.9180069663946,20729,NC3491807640019860405,Initial (SS),NULL,50140361986100,-9999,200,-100,-9999,Wildfire,UNNAMED,-9999,1986/04/05 00:00:00+00,4031
-78.3080024362214,34.3410067768458,20730,NC3434107830819860217,Initial,50150361985066,50150361986100,-970,60,327,620,Wildfire,UNNAMED,-150,1986/02/17 00:00:00+00,705
-77.8140022851078,34.3010067841656,20731,NC3430107781419860420,Initial,50150361985114,50150361986200,-970,55,350,9999,Wildfire,UNNAMED,-150,1986/04/20 00:00:00+00,2024
-77.6960022583549,34.4900068298884,20732,NC3449007769619860505,Initial,50150361985114,50150361986200,-970,60,289,550,Wildfire,UNNAMED,-150,1986/05/05 00:00:00+00,77768
-115.939012111513,37.4810053768197,22039,NV3748111593919860628,Initial,50400341984175,50400341986200,-970,40,130,250,Wildfire,USAF 2,-150,1986/06/28 00:00:00+00,17410
-118.595012274441,34.3960048734076,22054,CA3439611859519860827,Initial,50410361986235,50410361986300,-970,55,485,675,Prescribed Fire,VALENCIA BURN,-150,1986/08/27 00:00:00+00,2864
-116.443013131197,44.0360059689028,22081,ID4403611644319860810,Initial,50420291985175,50420291986200,-970,150,9999,9999,Wildfire,VAN DUSEN,-150,1986/08/10 00:00:00+00,39901
-119.850013680157,43.7370056261772,22112,OR4373711985019860821,Extended,50440301986176,50440301987200,-970,60,155,300,Wildfire,VERGAS RANCH,-150,1986/08/21 00:00:00+00,1445
-154.330024668816,63.5110007387399,22146,AK6351115433019860704,Initial,50730161985200,50720161986200,-970,135,307,530,Wildfire,VON FRANK,-150,1986/07/04 00:00:00+00,1547
-81.2890030057087,25.9960047188403,22169,FL2599608128919860304,Initial (SS),NULL,50160421986100,-9999,500,-9999,-9999,Prescribed Fire,WAIRPLANE,-9999,1986/03/04 00:00:00+00,510
-117.080013360851,44.6490059593864,22298,ID4464911708019860810,Initial,50420291985175,50420291986200,-970,40,209,415,Wildfire,WAYLE,-150,1986/08/10 00:00:00+00,1300
-120.211013204136,40.3770053311046,22339,CA4037712021119860718,Initial,50430321985198,50430321986200,-970,80,189,350,Wildfire,WENDEL,-150,1986/07/18 00:00:00+00,1639
-109.769011073383,38.9700059829657,22346,UT3897010976919860619,Initial (SS),NULL,50360331986200,-9999,-115,-195,-9999,Wildfire,WEST,-9999,1986/06/19 00:00:00+00,1534
-115.873013042757,44.1380060305173,22351,ID4413811587319860810,Extended,50410291985200,50410291987200,-970,170,320,530,Wildfire,WEST ANDERSON,-150,1986/08/10 00:00:00+00,19694
-142.875024835774,63.6610026708774,22369,AK6366114287519860615,Initial,50650151985208,50650151986200,-970,140,476,840,Wildfire,WEST FORK,-150,1986/06/15 00:00:00+00,1478
-109.011010716601,37.1380057959414,22440,CO3713810901119860621,Initial,50350341985222,50350341986200,-970,20,113,250,Wildfire,WESTTOE,-150,1986/06/21 00:00:00+00,5397
-116.664013189327,44.1320059563783,22445,ID4413211666419860806,Initial,50420291986210,50420291986200,-970,90,9999,9999,Wildfire,WET GULCH,-150,1986/08/06 00:00:00+00,3288
-116.57101261413,40.6230056501951,22490,NV4062311657119860619,Initial,50410321985200,50410321986200,-970,100,250,450,Wildfire,WHIRLWIND,-150,1986/06/19 00:00:00+00,4306
-115.973012774727,42.4370058703709,22596,ID4243711597319860810,Initial,50410311985232,50410311986300,-970,30,325,9999,Wildfire,WICKAHONEY,-150,1986/08/10 00:00:00+00,8836
-112.157011623933,39.4810058717668,22598,UT3948111215719860908,Extended,50380331986182,50380331987200,-970,90,209,380,Wildfire,WIDE CANYON,-150,1986/09/08 00:00:00+00,7698
-112.162011650897,39.6900058954089,22599,UT3969011216219860703,Initial,50380321986182,50380321986200,-970,70,212,400,Wildfire,WIDECANYON,-150,1986/07/03 00:00:00+00,7522
-115.691012880254,43.4020059826371,22711,ID4340211569119860807,Initial,50410301986171,50410301986300,-970,80,310,575,Wildfire,WILLOW CREEK COMPLEX,-150,1986/08/07 00:00:00+00,13657
-117.146011987867,33.8990049002913,22721,CA3389911714619860529,Initial,50400361986132,50400361986200,-970,200,475,9999,Wildfire,WILMOT,-150,1986/05/29 00:00:00+00,1720
